제목,아이디,댓글 제목,내용,작성일자
생각하는 정원,Adventure16137186223,멋진 곳이였습니다.,두번째 방문이지만 매번 새로움을 발견하고 많은 걸 얻고 갑니다.  혼란스런 마음을 내려놓고 나를 다시 돌아보는 좋은 장소인거 같아요.,2019년 6월 16일
생각하는 정원,Hee Soo K,외국에 더 알려진 분재정원,중국인들의 방문기록이 많았다. 분재와 수집한 돌들로 꾸며놓은 정원으로 분재에 이용된 나무의 종류는 그다지 많지 않으나 분재의 요령과 방법등 다양한 설명을 해 놓고 있다. 분재와 전시품에 대한 해석은 다소 주관적일 것 같다는 생각이 든다.,2019년 6월 14일
생각하는 정원,Donggun Lee,혼자 생각을 정리하기 위해 방문했었음,"분재라는 것이 낯선 예술이다보니 그다지 확 와닿지는 않았습니다.그래도 천천히 잘 꾸며진 정원을 둘러보는 것, 전망대에서 차 한잔의 여유를 가지는 것, 정원을 꾸미기까지의 스토리를 들여다볼 수 있는 것은 좋았습니다.",2019년 6월 7일 
생각하는 정원,vanyoo,장인의 마음이 느껴지는 정원이에요~,"서울에서 마음 고생만 하다가 떠난 여행길에 우연히 여길 들렀습니다. 눈 두는 곳마다 정성이 가득한 나무들과 글에 마음이 평온해다가도 벅차오르길 반복하는 공간이에요. 들어오자마자 나무향, 과일 향에 기분이 너무 좋았어요. 비바람이 부는 악조건 속에서도 제주도에서 가장 기분 좋았던 공간입니다. 꼭 들렸다가세요ㅎㅎ",2019년 5월 18일
생각하는 정원,jinkim,제주오면 반드시 와보셔야할 장소!,정말 조용하고 평화로운 곳입니다 :) 생각을 하기도 좋고 여자친구랑 조용히 시간을 보내기 좋은 장소예요 :) 개인적으로  이 정원과 우도가 제주에서 제일 아름다운 장소였습니다.,2019년 5월 11일
생각하는 정원,Kain,이렇게 아름다운 곳을 그동안 왜 몰랐는지 모르겠습니다,어떻게 이 정원을 다 손으로 꾸미셨는지 보는 내내 감탄을 마지 않았습니다. 경이로움 뿐만 아니라 마음까지 편안해지는 곳입니다. 한국 사람들은 많이 안오던데 한번 들렸다 가시면 좋을것 같아요!,2019년 5월 9일 
생각하는 정원,성재현,인생을 생각하는 시간,꿀떡이하고 세식구가 되어 한적하게 생각하는 시간을 가지게 되어 좋았습니다~^^다양한 분재들을 구경하면서 이쁜 사진도 많이 남겼습니다마음이 편안해지는 좋은 공간이네요 ㅎ태교장소로 강력 추천합니다,2019년 5월 3일 
생각하는 정원,Myoccccc,이정표 보고 홀린듯이 왔는데 너무 좋았어요,"엄마랑 여행 중 운전하다가 ‘생각하는 정원’ 표지판이 보여서 왠지 궁금해져 방문했습니다. 입구에서부터 엄마가 분재들을 보고 감탄하시더라고요. 분재 하나하나에서 나무에 대한 애정과 정성이 묻어났습니다. 분재들 사이에 나무에 대한 설명도 쓰여있었고 분재 가꾸는 법, 인생 살아가는 법을 빗대어 쓴 글도 있어 더욱 인상깊었습니다 !! 여행 마치고 돌아가서 생각하는 정원의 글귀들을 되새기면서 살아가야겠어용 >_<",2019년 4월 21일
생각하는 정원,Haeyeon An,마음의 평안을 준 가든,아이와 한국으로 여행을 와서 생각하는 정원을 통해 마음의평안을 얻고 갑니다. 세계유일무이한 정원이네요.친절한 직원분들도 관람을 즐겁게 해지셨어요. 운이 좋으면 직접 분재 관리하시는 성범영 원장님도 뵐수있습니다.,2019년 4월 14일
생각하는 정원,Seonoh Lee Ph. D.,인상깊은 네이밍 만큼이나 예쁜 정원,"동해안에서 제일 큰 규모의 분재농원을 하셨던 아버지 밑에서 자란 저는 30년 가까이 분재를 접하면서 살았습니다. 생각하는 정원이 원래 분재공원이였나 그랬을거에요. 이름이 생각하는 정원으로 바뀌기 전에도 가 본 적이 있었는데, 돌아가시기 전에 아버지를 제주로 모셔서 이런 공원을 꾸밀 수 있으시게 도와드렸으면 참 좋았을텐데... 라는 생각을 많이 했습니다. 개인적으로는 제주에서 몇 안되는, 입장료가 아깝지 않은 명소입니다. 커플도, 가족도, 단체도 다 관람하기 좋은 곳이네요.",2019년 4월 4일 
생각하는 정원,김지연,메리케이1대여행^♡^,"생각지도않은---곳이었는데;;;이럴수가.....''생각하는 정원''기냥정원이아닌 정신이깃든 ...내가살아왔던인생이부끄러워지고,다시한번되새김되는귀한시간.성범영원장님의긴시간의인생역사와그꿈을위해살아오신의지와집념을돌이켜볼수있는소중한시간들.내년 이맘때면 아들이제대한다...그때꼭와서한번깊은시간을여기서가지길기도하며다짐하고간다...그리고아쉬운것은이런한분의집념으로 긴시간여기까지오는데....좀더큰기업과..아닌나라?가 협업?하는멋진기회가되면좋겟다~~너무감사드립니다.응원합니다^♡^",2019년 3월 22일
생각하는 정원,김서연,나무를...인생!꿈을 키우다,생각하는정원을 찾아아무생각없이 돌아던 내가~~~한심했다.원장님과 얘기나누던 두시간!나를 반성하게되었다...꿈을 이루고싶었던  꿈을 이루신원장님의 이념 놀랍습니다~~나의 생각을바꾸지도않고변화하지않고선  무얼 이루겠는지?뚜렷한정신을 깨닫고왔습니다~!,2019년 3월 22일
생각하는 정원,김진선,가장좋았던 생각하는 정,많은 정성을 쏟으신 성범영 원장님의 일생과 멋진 정원을 볼 수 있었던 제주의 최고. 꼭 와봐야할 명소 입니다. 정말 최고입니다,2019년 3월 22일
생각하는 정원,Taekyung H,산책하기 좋은 정원,다양한 종류의 분재와 나무가 잘 꾸며져 있어 좋은 날씨에 혼자 산책하기 좋습니다.혼자 걸어다니며 생각하기 좋은 정원이에요.,2019년 2월 26일
생각하는 정원,Jung,다시 가고 싶은 곳,"무계획으로 여행을 와서 지도를 쭉 펴놓고 어디를 갈까 고민하다가 작은 글씨로 쓰여진 ‘생각하는 정원’을 발견했다. 생각을 하고 싶어서 온 여행이라 그런지 가고 싶은 마음이 강력하게 들어 비가 옴에도 불구하고 이곳을 찾게 됐다. 나무를 보며 인생, 삶 등 다양한 부분들에 대해 생각해 볼 수 있었고 나무를 만드는 과정을 글로 보면서 이 정원을 꾸린 원장님의 신념과 정성이 또한 추운 날씨를 따뜻하게 만들어 줬다. 그리고 아무것도 없었던 이곳에 이런 멋진 곳을 만들어 냈다는 것에 너무나도 감사한 마음이 들었다. 나중에 날 밝을 때 한번 더, 생각하고 싶을 때 한번 더, 가족이랑 한번 더, 아이를 낳으면 한 번 더 오고싶다.",2019년 2월 18일
생각하는 정원,양혜원,아름답고 고요한 평화의 정원,"생각하는 정원은 제가 제주도에서 가 보았던 장소들 가운데 가장 아름답고 고요한 장소입니다. 정원에서 제 마음을 비우고 평화를 찾을 수 있었습니다. 신이 주신 선물과도 같은 곳을 만들어 경험하게 해 주신 원장님의 노고에 감사드리고 싶습니다. 관람로에 쓰여진 글들은 저에게 영감을 주었고 자연에 더 가까이 가게했습니다. 저는 이 정원을 이렇게 기억할 것입니다, “분재 나무들은 뿌리를 정리해 주지 않으면 썩을 것이며, 사람들은 그들의 마음과 생각을 바꾸지 않으면, 빨리 늙을 것이다.”",2019년 2월 15일
생각하는 정원,jieun,겨울 또한 생각할수있는 정원,분재의 본 모습을 볼수있는 겨울이라는 계절에 와서 조금 춥기는 했으나 아름다움과 멋짐을 보며 추움을 잊어버리는 아주 뜻깊은 공간과 시간을 가졌음 (사진보다는 직접 내 눈으로 보는게 비교가 되지않을만큼 멋짐),2019년 2월 10일
생각하는 정원,Ji hye,사색의 공간,나무를 배우고삶을 알고인생을 깨닫다.나무에 관한 새로운 사실을 만나 너무 감명스러웠습니다.대한민국에 생각하는 정원이 있음이 자랑스럽습니다.,2019년 2월 10일
생각하는 정원,Jun,다시 방문했습니다!,17년 12월 여행으로 방문한 것과 19년 2월 현재 제주도에 살게되면서 방문한 느낌이 많이 다르네요. 많은분들이 분재와 글을 보며 자신에게 질문하고 스스로 질문에 답변하면서 고민과 걱정을 잊고 앞으로의 방향을 설정하셨으면 좋겠습니다. 또 한번 힐링하고 갑니다.,2019년 2월 10일
생각하는 정원,박찬아,서귀포 여행지로 추천,바람이 많이 부는 겨울에도 올만한 곳!!겨울에 잎이 없는 나무들이 지닌 생기를 느낄 수 있습니다계절마다 다른 것을 느낄 수 있을 것 같아 다른 계절에 다시 방문하고 싶습니다,2019년 2월 8일 
생각하는 정원,서영 권,가족 여행지로 추천,날씨가 추워서 아쉬웠다 ㅠㅠ봄이나 가을이 오면 정말 좋을듯!분재들이 많아서 볼게 많고 하나하나 정성과 애정이 가득한게 느껴졌다 할머니 할아버지 모시고 가기 좋은 것 같다!,2019년 2월 8일 
생각하는 정원,Chanhyeok,생각하는정원 방문후기,겨울이라서 춥긴 했지만 그래도 아름다운 분재들을 볼수있는 기회가 될수 있었다 그리고 무엇보다 직원분들이 친절하셔서 기분이 좋아졌다,2019년 2월 8일 
생각하는 정원,차니비니맘,생각할수 있는 관광지,봄.여름.가을.겨울다양한 모습을 간직하고 있을거같아계절별로 와봐도 좋을곳 같아요.좋은 말씀들 새겨가지만 일상을 보내다 보면 또 잊혀져가니 또 와서 되새겨가고 싶은 곳입니다.,2019년 2월 1일 
생각하는 정원,moon,분재로보는 인생,분재에 관심이 있다면 반듯이 와야하는 장소라고 생각한다. 분재에 관심이 없더라도 이 정원을 만드신 성범영 선생님의 작품을 감상하고 선생님의 인생사를 배울수있는 훌륭한 장소이다,2019년 1월 25일
생각하는 정원,박경환,생각할거리,가볍게둘러보지말고 글도읽고 분재도하나하나보면서 천천히구경하다보면 정원이름그대로 생각을많이하게됩니다 국내에이런곳이 있을거라곤 생각도못했었네요,2019년 1월 25일
생각하는 정원,yjk6484,"분재에 관심 없으셔도 유용하고, 있으시면 더 좋아요!",오랜 세월에 걸쳐 가꾸어진 정원입니다.가장 큰 볼거리는 한땀한땀 예쁘게 샇아올린 돌담과이곳을 만드신 농부 성범영님의 철학이 담긴 분재들이에요.시간 여유로우신 분들이 오셔서 천천히 둘러보시면 좋을것같아요!,2019년 1월 22일
생각하는 정원,ㄱㅣㅁㄷㅐㅎㅡㅣ,많은 배움을 얻고 다녀온 곳,"그냥 보고 지나치면 1/10을 얻고 글을 읽고 지나가면 7/10, 글을 읽고 생각하고 지나가면 열을 얻는 이 곳‘생각하는 정원’을 방문한 후 많은 것을 얻어간다고 생각합니다.",2019년 1월 18일
생각하는 정원,kindotter,"소자연, 소우주","많은 분재들 속에서 소자연, 소우주를 같이 볼 수 있어 신비로웠습니다. 여러 훌륭한 목각상들도 같이 있어 조각가 분들이 섬세하게 조각하는 모습이 보이는 듯 했습니다. 이런 공간을 조성해주신 성범영 선생님께 감사드립니다.",2019년 1월 11일
생각하는 정원,Keonsoo,의미있는 시간이었습니다.,"이렇게 뜻밖에 좋은 곳을 알게 되어 어제부터 ""인생장소""로 결정했습니다. 요즘 ""인생 샷""이라는 말을 많이 하는데 여기선 사진이라는 것이 무의미하게 느껴지고 인생에서 ""한 줄의 글“이 인생을 완전히 바꿔놓을 수 있다는 생각을 하게 됩니다. 모든 세상의 ‘도통’하신 분들의 특징은 자신의 분야로 세상을 ‘세상만물’을 바라보는 혜안을 가진게 아닌가 합니다.생각하는 정원의 글을 읽으며 자신도 모르게 감탄의 소리 “아!!” “캬”가 연발로 나오고 긴 시간동안의 관람이었지만 시간 가는 줄 모르고 거의 3시간 넘게 관람을 하였습니다. 단순한 관광지가 아닌 배움의 장소입니다.",2018년 12월 30
생각하는 정원,Mingon KIM,생각의 시간,TV에서 본 후 방문이어서 기대치가 높았음에도 불구하고 눈보라가 몰아치는 날씨에도 원장님의 노고와 관람객이 대한 배려가 느껴지는 그리고 나와 가족을 생각케하는 좋은 시간이었습니다,2018년 12월 28
생각하는 정원,Excursion26824615606,너무나 값진 경험이였어요^^,생각하는정원답게 조용하게 생각하며 느낄수있는 소중한 기회를 얻게되어 너무나 좋은 시간이였습니다^^이 정원을 가꾼 분에대한 얘기도 들으면서 멧돌카페까지 풀코스로 좋은 대접 받고가는것 같습니다.멧돌커피는 한번쯤 시도해보는게 좋을듯합니다.강추!!,2018년 11월 7일
생각하는 정원,GlobeTrotting817128,추석을 맞이하며,여유롭게 걸으며 평화로움을 느낄 수 있었습니다. 기이한 모습들의 분재와 선선한 날씨가 어우러져 기분좋은 시간이었습니다. 추석을 앞두고 좋은 시간을 보내어 뜻깊은 하루였습니다.,2018년 9월 21일
